SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
2319,297,578,1552,83,1727,2652,1490,1506,534,790,375,673,240,319,2029,1033,1318,16,629,1046,252,87,1320,1059,347,1469,881,290,149,253,640,597,636,44,755,833,862,54,195,37,23
