SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
1840,606,711,1035,210,2533,1878,973,1738,945,393,656,733,483,264,1129,753,1488,55,1080,907,433,227,1116,1493,358,1175,728,389,135,256,1053,495,1059,287,675,597,1021,65,629,143,131
