SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
1943,384,596,745,296,647,1680,908,1322,926,978,331,796,191,433,1681,717,689,201,1418,876,197,146,1012,987,133,1100,218,498,203,438,353,1051,282,72,1170,1306,1520,173,41,160,142
