SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
2009,356,557,659,348,1467,2558,1472,979,608,658,681,510,128,381,1902,1082,1183,59,1031,782,558,134,1929,1620,137,1366,456,312,351,125,893,627,1086,299,900,1387,1508,176,144,623,374
