SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
2706,629,506,1288,71,1875,1703,1934,2182,734,612,550,474,422,309,1802,1571,1854,72,1208,894,146,56,1739,1077,169,772,303,257,249,237,82,925,356,127,734,884,1551,41,12,7,14
