SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
2597,302,163,685,83,1281,2916,1824,1086,751,924,347,916,168,600,1418,2078,1497,121,507,961,56,80,1056,999,147,717,55,570,160,78,7,627,584,27,976,1328,316,16,10,1,7
