SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
2501,182,717,976,209,1866,2444,1583,1505,1044,1171,593,761,185,323,2679,652,1360,118,856,750,252,70,758,1132,548,1075,598,401,116,419,440,729,516,35,1093,1536,1066,116,170,68,95
