SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
2006,701,1027,2100,254,2213,2689,708,1195,689,290,440,801,320,754,1372,917,1274,175,713,1251,188,110,662,1266,106,1549,990,221,196,286,968,493,526,119,559,319,1546,104,89,213,198
