SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
1713,390,950,623,436,2190,1984,1027,914,1183,523,409,680,203,209,1023,1136,860,124,1300,824,418,67,957,2019,203,1083,495,515,159,418,779,751,490,467,725,1063,2339,420,222,696,640
