SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
1952,155,1380,1111,423,1527,2583,1855,814,640,576,583,977,95,585,1366,758,988,109,1525,1015,382,119,725,1765,209,1838,345,356,169,251,1081,499,523,134,697,825,1307,135,239,837,541
