SIL,AO,T,UH,JH,IH,N,EH,AA,L,AW,DH,UW,R,Y,M,G,D,SPN,P,OW,TH,ER,B,IY,V,AH,Z,NG,OY,HH,S,EY,W,NSN,AY,AE,K,ZH,F,SH,CH
1632,216,700,627,449,1867,1440,1152,1229,334,637,382,527,196,446,1717,892,749,110,1371,428,1012,198,609,2166,204,1210,223,764,174,662,628,1044,196,221,1164,906,1485,48,949,148,160
